,Compentency1,Compentency2,Similarity
3964,Partnership & Business Development,"cut and prune trees, shrubs, flowers, and plants.",0.7676319479942322
3965,Partnership & Business Development,"unpack, sort, count, and label incoming merchandise, including items requiring special handling or refrigeration.",0.7889559864997864
3966,Partnership & Business Development,"provide information to customers on the care of trees, shrubs, flowers, plants, and lawns.",0.7846647500991821
3967,Partnership & Business Development,"restock storage areas, replenishing items on shelves.",0.766983151435852
3968,Partnership & Business Development,construct structures and accessories such as greenhouses and benches.,0.7517179250717163
3969,Partnership & Business Development,"maintain and clean equipment, work areas, or shelves.",0.766711950302124
3970,Partnership & Business Development,negotiate contracts such as those for land leases or tree purchases.,0.7877693176269531
3971,Partnership & Business Development,graft plants.,0.7756600379943848
3972,Partnership & Business Development,prepare prescription labels by typing or operating a computer and printer.,0.7509462237358093
3973,Partnership & Business Development,inspect orchards or fields to determine crop maturity or condition or to detect disease or insect infestation.,0.759760856628418
3974,Partnership & Business Development,"direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, or harvesting.",0.7604561448097229
3975,Partnership & Business Development,"compound, package, and label pharmaceutical products, under direction of pharmacist.",0.7608943581581116
3976,Partnership & Business Development,"monitor activities, such as irrigation, chemical application, harvesting, milking, breeding, or grading, to ensure adherence to safety regulations or standards.",0.8079457879066467
3977,Partnership & Business Development,"provide customers with information about the uses, effects, or interactions of drugs.",0.7689707279205322
3978,Partnership & Business Development,plan crop activities based on factors such as crop maturity or weather conditions.,0.793777585029602
3979,Partnership & Business Development,"maintain financial, operational, production, or employment records for farms or ranches.",0.790094256401062
3980,Partnership & Business Development,"process medical insurance claims, posting bill amounts and calculating copayments.",0.8221707344055176
3981,Partnership & Business Development,"direct the breeding or raising of stock, such as cattle, poultry, or honeybees, using recognized breeding practices to ensure stock improvement.",0.7614564299583435
3982,Partnership & Business Development,calculate anticipated drug usage for a prescribed period.,0.8044381737709045
3983,Partnership & Business Development,"obtain financing necessary for purchases of machinery, land, supplies, or livestock.",0.8041425943374634
3984,Partnership & Business Development,"perform clerical tasks, such as filing, compiling and maintaining prescription records, or composing letters.",0.7732311487197876
3985,Partnership & Business Development,inspect farm or ranch equipment to ensure proper functioning.,0.7548874616622925
3986,Partnership & Business Development,"negotiate with buyers for the sale, storage, or shipment of crops or livestock.",0.7507880926132202
3987,Partnership & Business Development,"prepare, maintain, and record records of inventories, receipts, purchases, or deliveries, using a variety of computer screen formats.",0.7508510947227478
3988,Partnership & Business Development,analyze soil to determine types or quantities of fertilizer required for maximum crop production.,0.7981316447257996
3989,Partnership & Business Development,"deliver medication to treatment areas, living units, residences, or clinics, using various means of transportation.",0.7989311218261719
3990,Partnership & Business Development,evaluate marketing or sales alternatives for farm or ranch products.,0.7652209997177124
3991,Partnership & Business Development,operate capsule or tablet counting machine that automatically distributes a certain number of capsules or tablets into smaller containers.,0.7833139300346375
3992,Partnership & Business Development,prepare budgets or financial reports for farm or ranch operations.,0.7656081914901733
3993,Partnership & Business Development,hold or restrain animals during veterinary procedures.,0.7677221894264221
3994,Partnership & Business Development,"determine types or quantities of crops or livestock to be raised, according to factors such as market conditions, federal programs or incentives, or soil conditions.",0.7606929540634155
3995,Partnership & Business Development,monitor animals recovering from surgery and notify veterinarians of any unusual changes or symptoms.,0.7520177364349365
3996,Partnership & Business Development,"demonstrate or explain working techniques, practices, or safety regulations to farm or ranch workers.",0.7571191787719727
3997,Partnership & Business Development,fill medication prescriptions.,0.7724847197532654
3998,Partnership & Business Development,"hire, train, or supervise workers engaged in planting, cultivating, irrigating, harvesting, or marketing crops, or in raising livestock.",0.7756228446960449
3999,Partnership & Business Development,"clean and maintain kennels, animal holding areas, examination or operating rooms, or animal loading or unloading facilities to control the spread of disease.",0.7595042586326599
4000,Partnership & Business Development,"select or purchase machinery, equipment, livestock, or supplies, such as seed, feed, fertilizer, or chemicals.",0.7508371472358704
4001,Partnership & Business Development,examine animals to detect behavioral changes or clinical symptoms that could indicate illness or injury.,0.7537583708763123
4002,Partnership & Business Development,analyze market conditions to determine acreage allocations.,0.7957863807678223
4003,Partnership & Business Development,"perform routine laboratory tests or diagnostic tests, such as taking or developing x-rays.",0.7686878442764282
4004,Partnership & Business Development,"inspect farm or ranch structures, such as buildings, fences, or roads, ordering repair or maintenance activities, as needed.",0.7582610249519348
4005,Partnership & Business Development,assist veterinarians in examining animals to determine the nature of illnesses or injuries.,0.7742836475372314
4006,Partnership & Business Development,"supervise the construction of farm or ranch structures, such as buildings, fences, drainage systems, wells, or roads.",0.8194160461425781
4007,Partnership & Business Development,"administer medication, immunizations, or blood plasma to animals as prescribed by veterinarians.",0.7585275173187256
4008,Partnership & Business Development,operate or oversee the operations of dairy farms that produce bulk milk.,0.7544765472412109
4009,Partnership & Business Development,"collect laboratory specimens, such as blood, urine, or feces, for testing.",0.7715854048728943
4010,Partnership & Business Development,plan and direct development or production of hardier or higher-yield hybrid plant varieties.,0.7860170602798462
4011,Partnership & Business Development,"perform office reception duties, such as scheduling appointments or helping customers.",0.8100118041038513
4012,Partnership & Business Development,buy or sell futures contracts or price farm products in advance of future sales to minimize risk or maximize profits.,0.7565874457359314
4013,Partnership & Business Development,"clean, maintain, and sterilize instruments or equipment.",0.7545144557952881
4014,Partnership & Business Development,monitor and adjust irrigation systems to distribute water according to crop needs and to avoid wasting water.,0.7706864476203918
4015,Partnership & Business Development,"record information relating to animal genealogy, feeding schedules, appearance, behavior, or breeding.",0.7717028856277466
4016,Partnership & Business Development,"monitor pasture or grazing land use to ensure that livestock are properly fed or that conservation methods, such as rotational grazing, are used.",0.8265422582626343
4017,Partnership & Business Development,provide emergency first aid to sick or injured animals.,0.7628897428512573
4018,Partnership & Business Development,direct livestock or crop waste recycling operations.,0.7874256372451782
4019,Partnership & Business Development,prepare surgical equipment and pass instruments or materials to veterinarians during surgical procedures.,0.7689903974533081
4020,Partnership & Business Development,"replace chemical insecticides with environmentally friendly practices, such as adding pest-repelling plants to fields.",0.764556884765625
4021,Partnership & Business Development,"change processes, such as drying, grading, storing, or shipping, to improve efficiency or profitability.",0.7698774337768555
4022,Partnership & Business Development,"educate or advise clients on animal health care, nutrition, or behavior problems.",0.8146834969520569
4023,Partnership & Business Development,grow fish and shellfish as cash crops or for release into freshwater or saltwater.,0.765791654586792
4024,Partnership & Business Development,prepare examination or treatment rooms by stocking them with appropriate supplies.,0.7511345148086548
4025,Partnership & Business Development,monitor environments to ensure maintenance of optimum conditions for aquatic life.,0.7694922685623169
4026,Partnership & Business Development,supervise and train aquaculture and fish hatchery support workers.,0.7762925624847412
4027,Partnership & Business Development,"prepare feed for animals according to specific instructions, such as diet lists or schedules.",0.7915195822715759
4028,Partnership & Business Development,"determine, administer, and execute policies relating to operations administration and standards, and facility maintenance.",0.756608247756958
4029,Partnership & Business Development,provide assistance with euthanasia of animals or disposal of corpses.,0.7772144675254822
4030,Partnership & Business Development,"collect and record growth, production, and environmental data.",0.7938185334205627
4031,Partnership & Business Development,"direct and monitor trapping and spawning of fish, egg incubation, and fry rearing, applying knowledge of management and fish culturing techniques.",0.7702308297157288
4032,Partnership & Business Development,"write reports, maintain research information, or perform clerical duties.",0.7514335513114929
4033,Partnership & Business Development,"direct and monitor the transfer of mature fish to lakes, ponds, streams, or commercial tanks.",0.756179690361023
4034,Partnership & Business Development,"perform hygiene-related duties, such as clipping animals' claws or cleaning and polishing teeth.",0.756773054599762
4035,Partnership & Business Development,account for and disburse funds.,0.7927617430686951
4036,Partnership & Business Development,"perform enemas, catheterizations, ear flushes, intravenous feedings, or gavages.",0.7701658606529236
4037,Partnership & Business Development,"determine how to allocate resources and to respond to unanticipated problems, such as insect infestation, drought, and fire.",0.8050342798233032
4038,Partnership & Business Development,"perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories.",0.7547085881233215
4039,Partnership & Business Development,conduct and supervise stock examinations to identify diseases or parasites.,0.7852403521537781
4040,Partnership & Business Development,exercise animals or provide them with companionship.,0.7681686282157898
4041,Partnership & Business Development,"devise and participate in activities to improve fish hatching and growth rates, and to prevent disease in hatcheries.",0.7734479904174805
4042,Partnership & Business Development,place orders to restock inventory of hospital or laboratory supplies.,0.7650360465049744
4043,Partnership & Business Development,sell pet food or supplies to customers.,0.7906919121742249
4044,Partnership & Business Development,prepare reports required by state and federal laws.,0.7909759283065796
4045,Partnership & Business Development,"dust, spray, or bathe animals to control insect pests.",0.7537578344345093
4046,Partnership & Business Development,"identify environmental requirements of a particular species, and select and oversee the preparation of sites for species cultivation.",0.7805572748184204
4047,Partnership & Business Development,administer anesthetics during surgery and monitor the effects on animals.,0.7760406136512756
4048,Partnership & Business Development,operate and maintain cultivating and harvesting equipment.,0.7623658180236816
4049,Partnership & Business Development,"groom, trim, or clip animals' coats.",0.7743234038352966
4050,Partnership & Business Development,"confer with biologists, fish pathologists, and other fishery personnel to obtain data concerning fish habits, diseases, food, and environmental requirements.",0.8243271112442017
4051,Partnership & Business Development,"dispose of contaminated sharps, in accordance with applicable laws, standards, and policies.",0.7670806050300598
4052,Partnership & Business Development,"organize or clean blood-drawing trays, ensuring that all instruments are sterile and all needles, syringes, or related items are of first-time use.",0.7727547883987427
4053,Partnership & Business Development,coordinate the selection and maintenance of brood stock.,0.7617161273956299
4054,Partnership & Business Development,"draw blood from veins by vacuum tube, syringe, or butterfly venipuncture methods.",0.7521884441375732
4055,Partnership & Business Development,match laboratory requisition forms to specimen tubes.,0.7500261664390564
4056,Partnership & Business Development,"collect information regarding techniques for fish collection and fertilization, spawn incubation, and treatment of spawn and fry.",0.7723448872566223
4057,Partnership & Business Development,"dispose of blood or other biohazard fluids or tissue, in accordance with applicable laws, standards, or policies.",0.7724825739860535
4058,Partnership & Business Development,"conduct standards tests, such as blood alcohol, blood culture, oral glucose tolerance, glucose screening, blood smears, or peak and trough drug levels tests.",0.7695479989051819
4059,Partnership & Business Development,"design and construct pens, floating stations, and collector strings or fences for sea farms.",0.8179842233657837
4060,Partnership & Business Development,"collect specimens at specific time intervals for tests, such as those assessing therapeutic drug levels.",0.7608256340026855
4061,Partnership & Business Development,scuba dive to inspect sea farm operations.,0.7507057785987854
4062,Partnership & Business Development,process blood or other fluid samples for further analysis by other medical professionals.,0.8222522735595703
4063,Partnership & Business Development,provide sample analysis results to physicians to assist diagnosis.,0.7799115777015686
4064,Partnership & Business Development,"plan, schedule, or coordinate construction project activities to meet deadlines.",0.7523894309997559
4065,Partnership & Business Development,"enter patient, specimen, insurance, or billing information into computer.",0.7779340744018555
4066,Partnership & Business Development,document route of specimens from collection to laboratory analysis and diagnosis.,0.7640492916107178
4067,Partnership & Business Development,"prepare and submit budget estimates, progress reports, or cost tracking reports.",0.7556304931640625
4068,Partnership & Business Development,"draw blood from capillaries by dermal puncture, such as heel or finger stick methods.",0.7558465600013733
4069,Partnership & Business Development,conduct hemoglobin tests to ensure donor iron levels are normal.,0.8022295236587524
4070,Partnership & Business Development,"interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.",0.7610855102539062
4071,Partnership & Business Development,transport specimens or fluid samples from collection sites to laboratories.,0.7703591585159302
4072,Partnership & Business Development,"collect fluid or tissue samples, using appropriate collection procedures.",0.7654171586036682
4073,Partnership & Business Development,direct and supervise construction or related workers.,0.8036280870437622
4074,Partnership & Business Development,explain fluid or tissue collection procedures to patients.,0.8078742027282715
4075,Partnership & Business Development,train other medical personnel in phlebotomy or laboratory techniques.,0.8189340829849243
4076,Partnership & Business Development,"prepare contracts or negotiate revisions to contractual agreements with architects, consultants, clients, suppliers, or subcontractors.",0.7630261182785034
4077,Partnership & Business Development,"perform saline flushes or dispense anticoagulant drugs, such as heparin, through intravenous (iv) lines, in accordance with licensing restrictions and under the direction of a medical doctor.",0.7639099955558777
4078,Partnership & Business Development,"confer with supervisory personnel, owners, contractors, or design professionals to discuss and resolve matters, such as work procedures, complaints, or construction problems.",0.7637567520141602
4079,Partnership & Business Development,"administer subcutaneous or intramuscular injects, in accordance with licensing restrictions.",0.751549482345581
4080,Partnership & Business Development,"draw blood from arteries, using arterial collection techniques.",0.7519093155860901
4081,Partnership & Business Development,"plan, organize, or direct activities concerned with the construction or maintenance of structures, facilities, or systems.",0.7523788213729858
4082,Partnership & Business Development,"monitor blood or plasma donors during and after procedures to ensure health, safety, and comfort.",0.7935342788696289
4083,Partnership & Business Development,"determine donor suitability, according to interview results, vital signs, and medical history.",0.8004365563392639
4084,Partnership & Business Development,study job specifications to determine appropriate construction methods.,0.8018081784248352
4085,Partnership & Business Development,inspect or review projects to monitor compliance with building and safety codes or other regulations.,0.7974514961242676
4086,Partnership & Business Development,"calibrate or maintain machines, such as those used for plasma collection.",0.7811774015426636
4087,Partnership & Business Development,"investigate damage, accidents, or delays at construction sites to ensure that proper construction procedures are being followed.",0.7628653645515442
4088,Partnership & Business Development,serve refreshments to donors to ensure absorption of sugar into their systems.,0.7709211707115173
4089,Partnership & Business Development,"implement new or modified plans in response to delays, bad weather, or construction site emergencies.",0.7574982047080994
4090,Partnership & Business Development,implement treatment plans or protocols as directed by speech-language pathologists.,0.7726169228553772
4091,Partnership & Business Development,develop or implement quality control programs.,0.7724220156669617
4092,Partnership & Business Development,requisition supplies or materials to complete construction projects.,0.775458037853241
4093,Partnership & Business Development,document clients' progress toward meeting established treatment objectives.,0.8174741864204407
4094,Partnership & Business Development,assist speech-language pathologists in the remediation or development of speech and language skills.,0.7699508666992188
4095,Partnership & Business Development,determine labor requirements for dispatching workers to construction sites.,0.7637345790863037
4096,Partnership & Business Development,"contract or oversee craft work, such as painting or plumbing.",0.7722285389900208
4097,Partnership & Business Development,"perform support duties, such as preparing materials, keeping records, maintaining supplies, and scheduling activities.",0.7758392691612244
4098,Partnership & Business Development,inspect or review projects to monitor compliance with environmental regulations.,0.7529826760292053
4099,Partnership & Business Development,collect and compile data to document clients' performance or assess program quality.,0.7675656080245972
4100,Partnership & Business Development,"perform, or contract others to perform, pre-building assessments, such as conceptual cost estimating, rough order of magnitude estimating, feasibility, or energy efficiency, environmental, and sustainability assessments.",0.769123375415802
4101,Partnership & Business Development,select or prepare speech-language instructional materials.,0.7929433584213257
4102,Partnership & Business Development,develop or implement environmental protection programs.,0.7661582231521606
4103,Partnership & Business Development,"assist speech-language pathologists in the conduct of client screenings or assessments of language, voice, fluency, articulation, or hearing.",0.7865962982177734
4104,Partnership & Business Development,apply for and obtain all necessary permits or licenses.,0.7544907927513123
4105,Partnership & Business Development,test or maintain equipment to ensure correct performance.,0.7505606412887573
4106,Partnership & Business Development,"conduct in-service training sessions, or family and community education programs.",0.8114485740661621
4107,Partnership & Business Development,"evaluate construction methods and determine cost-effectiveness of plans, using computer models.",0.7699664831161499
4108,Partnership & Business Development,"prepare charts, graphs, or other visual displays to communicate clients' performance information.",0.7811074256896973
4109,Partnership & Business Development,apply green building strategies to reduce energy costs or minimize carbon output or other sources of harm to the environment.,0.7587292790412903
4110,Partnership & Business Development,assist speech-language pathologists in the conduct of speech-language research projects.,0.7929768562316895
4111,Partnership & Business Development,"clean, disinfect, or calibrate scopes or other endoscopic instruments according to manufacturer recommendations and facility standards.",0.7544679045677185
4112,Partnership & Business Development,"secure third-party verification from sources, such as leadership in energy efficient design (leed), to ensure responsible design and building activities or to achieve favorable leed ratings for building projects.",0.7616053819656372
4113,Partnership & Business Development,prepare suites or rooms according to endoscopic procedure requirements.,0.7517651915550232
4114,Partnership & Business Development,"develop construction budgets to compare green and non-green construction alternatives, in terms of short-term costs, long-term costs, or environmental impacts.",0.7751877903938293
4115,Partnership & Business Development,assist physicians or registered nurses in the conduct of endoscopic procedures.,0.7588526010513306
4116,Partnership & Business Development,"collect specimens from patients, using standard medical procedures.",0.7765668034553528
4117,Partnership & Business Development,implement training programs on environmentally responsible building topics to update employee skills and knowledge.,0.8031668066978455
4118,Partnership & Business Development,maintain or repair endoscopic equipment.,0.7743145823478699
4119,Partnership & Business Development,direct acquisition of land for construction projects.,0.7504331469535828
4120,Partnership & Business Development,perform safety checks to verify proper equipment functioning.,0.8230282664299011
4121,Partnership & Business Development,confer with parents and staff to discuss educational activities and policies and students' behavioral or learning problems.,0.7783719301223755
4122,Partnership & Business Development,monitor students' progress and provide students and teachers with assistance in resolving any problems.,0.8016417622566223
4123,Partnership & Business Development,attend in-service training to validate or refresh basic professional skills.,0.7754619717597961
4124,Partnership & Business Development,"recruit, hire, train, and evaluate primary and supplemental staff and recommend personnel actions for programs and services.",0.7567510008811951
4125,Partnership & Business Development,"place devices, such as blood pressure cuffs, pulse oximeter sensors, nasal cannulas, surgical cautery pads, and cardiac monitoring electrodes, on patients to monitor vital signs.",0.75128573179245
4126,Partnership & Business Development,teach classes or courses or provide direct care to children.,0.7791670560836792
4127,Partnership & Business Development,"set educational standards and goals and help establish policies, procedures, and programs to carry them out.",0.7615748047828674
4128,Partnership & Business Development,position or transport patients in accordance with instructions from medical personnel.,0.7614870071411133
4129,Partnership & Business Development,determine the scope of educational program offerings and prepare drafts of program schedules and descriptions to estimate staffing and facility requirements.,0.8143500685691833
4130,Partnership & Business Development,"determine allocations of funds for staff, supplies, materials, and equipment and authorize purchases.",0.7852475047111511
4131,Partnership & Business Development,maintain inventories of endoscopic equipment and supplies.,0.7555054426193237
4132,Partnership & Business Development,"direct and coordinate activities of teachers or administrators at daycare centers, schools, public agencies, or institutions.",0.7635551691055298
4133,Partnership & Business Development,"prepare and maintain attendance, activity, planning, accounting, or personnel reports and records for officials and agencies, or direct preparation and maintenance activities.",0.7585098743438721
4134,Partnership & Business Development,conduct in-service training sessions to disseminate information regarding equipment or instruments.,0.7601001262664795
4135,Partnership & Business Development,"plan, direct, and monitor instructional methods and content of educational, vocational, or student activity programs.",0.7526407241821289
4136,Partnership & Business Development,"review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.",0.7799522876739502
4137,Partnership & Business Development,"read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in endoscopy.",0.761114239692688
4138,Partnership & Business Development,"review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications.",0.7835731506347656
4139,Partnership & Business Development,"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.826548159122467
4140,Partnership & Business Development,"take, receive, or check periodic inmate counts.",0.8349891304969788
4141,Partnership & Business Development,"inform businesses, community groups, and governmental agencies about educational needs, available programs, and program policies.",0.7788969278335571
4142,Partnership & Business Development,"write articles, manuals, and other publications and assist in the distribution of promotional literature about programs and facilities.",0.79863440990448
4143,Partnership & Business Development,"maintain order, discipline, and security within assigned areas in accordance with relevant rules, regulations, policies, and laws.",0.7618861794471741
4144,Partnership & Business Development,prepare and submit budget requests or grant proposals to solicit program funding.,0.7571477293968201
4145,Partnership & Business Development,"maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations.",0.7752426862716675
4146,Partnership & Business Development,"organize and direct committees of specialists, volunteers, and staff to provide technical and advisory assistance for programs.",0.7664660215377808
4147,Partnership & Business Development,"respond to emergencies, such as escapes.",0.7654073238372803
4148,Partnership & Business Development,"evaluate curricula, teaching methods, and programs to determine their effectiveness, efficiency, and use, and to ensure that school activities comply with federal, state, and local regulations.",0.7590068578720093
4149,Partnership & Business Development,"supervise and direct the work of correctional officers to ensure the safe custody, discipline, and welfare of inmates.",0.7554810643196106
4150,Partnership & Business Development,"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",0.8061293363571167
4151,Partnership & Business Development,supervise or perform searches of inmates or their quarters to locate contraband items.,0.7722830176353455
4152,Partnership & Business Development,"counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",0.781041145324707
4153,Partnership & Business Development,"monitor behavior of subordinates to ensure alert, courteous, and professional behavior toward inmates, parolees, fellow employees, visitors, and the public.",0.7971539497375488
4154,Partnership & Business Development,"collaborate with teachers to develop and maintain curriculum standards, develop mission statements, and set performance goals and objectives.",0.7614675760269165
4155,Partnership & Business Development,"restrain, secure, or control offenders, using chemical agents, firearms, or other weapons of force as necessary.",0.7571095824241638
4156,Partnership & Business Development,"direct and coordinate activities of teachers, administrators, and support staff at schools, public agencies, and institutions.",0.7699503898620605
4157,Partnership & Business Development,carry injured offenders or employees to safety and provide emergency first aid when necessary.,0.7517641186714172
4158,Partnership & Business Development,"recruit, hire, train, and evaluate primary and supplemental staff.",0.7636057734489441
4159,Partnership & Business Development,"complete administrative paperwork or supervise the preparation or maintenance of records, forms, or reports.",0.754606306552887
4160,Partnership & Business Development,"confer with parents and staff to discuss educational activities, policies, and student behavioral or learning problems.",0.7648914456367493
4161,Partnership & Business Development,"supervise activities, such as searches, shakedowns, riot control, or institutional tours.",0.7676064968109131
4162,Partnership & Business Development,enforce discipline and attendance rules.,0.7665641903877258
4163,Partnership & Business Development,conduct roll calls of correctional officers.,0.7608291506767273
4164,Partnership & Business Development,create school improvement plans by using student performance data.,0.7595190405845642
4165,Partnership & Business Development,instruct employees or provide on-the-job training.,0.7519497275352478
4166,Partnership & Business Development,"set educational standards and goals, and help establish policies and procedures to carry them out.",0.7896777987480164
4167,Partnership & Business Development,resolve problems between inmates.,0.7987655401229858
4168,Partnership & Business Development,"plan and lead professional development activities for teachers, administrators, and support staff.",0.7666654586791992
4169,Partnership & Business Development,set up employee work schedules.,0.8427385687828064
4170,Partnership & Business Development,"participate in special education-related activities, such as attending meetings and providing support to special educators throughout the district.",0.7808558940887451
4171,Partnership & Business Development,examine incoming or outgoing mail to ensure conformance with regulations.,0.8138973712921143
4172,Partnership & Business Development,"plan and develop instructional methods and content for educational, vocational, or student activity programs.",0.7897371053695679
4173,Partnership & Business Development,"transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses.",0.7741424441337585
4174,Partnership & Business Development,"determine the scope of educational program offerings, and prepare drafts of course schedules and descriptions to estimate staffing and facility requirements.",0.7563055157661438
4175,Partnership & Business Development,review offender information to identify issues that require special attention.,0.8035310506820679
4176,Partnership & Business Development,"prepare and submit budget requests and recommendations, or grant proposals to solicit program funding.",0.7519417405128479
4177,Partnership & Business Development,develop work or security procedures.,0.7620224952697754
4178,Partnership & Business Development,recommend personnel actions related to programs and services.,0.7950121164321899
4179,Partnership & Business Development,convey correctional officers' or inmates' complaints to superiors.,0.751676619052887
4180,Partnership & Business Development,"review and approve new programs, or recommend modifications to existing programs, submitting program proposals for school board approval as necessary.",0.7850257158279419
4181,Partnership & Business Development,"supervise or provide security for offenders performing tasks, such as construction, maintenance, laundry, food service, or other industrial or agricultural operations.",0.7562696933746338
4182,Partnership & Business Development,"develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",0.7824312448501587
4183,Partnership & Business Development,conduct evaluations of employees' performance.,0.7701235413551331
4184,Partnership & Business Development,"review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",0.7896191477775574
4185,Partnership & Business Development,"rate behavior of inmates, promoting acceptable attitudes and behaviors to those with low ratings.",0.7598183155059814
4186,Partnership & Business Development,"determine allocations of funds for staff, supplies, materials, and equipment, and authorize purchases.",0.7586807012557983
4187,Partnership & Business Development,"supervise and coordinate the investigation of criminal cases, offering guidance and expertise to investigators, and ensuring that procedures are conducted in accordance with laws and regulations.",0.7623931169509888
4188,Partnership & Business Development,direct and coordinate school maintenance services and the use of school facilities.,0.7562088370323181
4189,Partnership & Business Development,explain police operations to subordinates to assist them in performing their job duties.,0.7645657062530518
4190,Partnership & Business Development,train staff in proper police work procedures.,0.8195477724075317
4191,Partnership & Business Development,"prepare, maintain, or oversee the preparation and maintenance of attendance, activity, planning, or personnel reports and records.",0.7746044993400574
4192,Partnership & Business Development,investigate and resolve personnel problems within organization and charges of misconduct against staff.,0.7585601806640625
4193,Partnership & Business Development,"mentor and support administrative staff members, such as superintendents and principals.",0.75797039270401
4194,Partnership & Business Development,"inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work.",0.8040854334831238
4195,Partnership & Business Development,"establish, coordinate, and oversee particular programs across school districts, such as programs to evaluate student academic achievement.",0.7750517725944519
4196,Partnership & Business Development,"maintain logs, prepare reports, and direct the preparation, handling, and maintenance of departmental records.",0.759965717792511
4197,Partnership & Business Development,"coordinate and direct extracurricular activities and programs, such as after-school events and athletic contests.",0.750422477722168
4198,Partnership & Business Development,"cooperate with court personnel and officials from other law enforcement agencies and testify in court, as necessary.",0.7577646374702454
4199,Partnership & Business Development,"advocate for new schools to be built, or for existing facilities to be repaired or remodeled.",0.7801778316497803
4200,Partnership & Business Development,"direct collection, preparation, and handling of evidence and personal property of prisoners.",0.7531076669692993
4201,Partnership & Business Development,"plan, coordinate, and oversee school logistics programs, such as bus and food services.",0.786790668964386
4202,Partnership & Business Development,"monitor and evaluate the job performance of subordinates, and authorize promotions and transfers.",0.7715529799461365
4203,Partnership & Business Development,teach classes or courses to students.,0.7739489674568176
4204,Partnership & Business Development,"meet with federal, state, and local agencies to keep updated on policies and to discuss improvements for education programs.",0.8119606375694275
4205,Partnership & Business Development,review contents of written orders to ensure adherence to legal requirements.,0.7863760590553284
4206,Partnership & Business Development,conduct raids and order detention of witnesses and suspects for questioning.,0.7658543586730957
4207,Partnership & Business Development,"write articles, manuals, and other publications, and assist in the distribution of promotional literature about facilities and programs.",0.7911307215690613
4208,Partnership & Business Development,discipline staff for violation of department rules and regulations.,0.7537976503372192
4209,Partnership & Business Development,prepare work schedules and assign duties to subordinates.,0.7556860446929932
4210,Partnership & Business Development,"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.7845768332481384
4211,Partnership & Business Development,"inspect facilities, supplies, vehicles, and equipment to ensure conformance to standards.",0.7610897421836853
4212,Partnership & Business Development,"develop, implement, and revise departmental policies and procedures.",0.7650753259658813
4213,Partnership & Business Development,design or use assessments to monitor student learning outcomes.,0.7571545839309692
4214,Partnership & Business Development,"meet with civic, educational, and community groups to develop community programs and events, and to discuss law enforcement subjects.",0.7969598174095154
4215,Partnership & Business Development,prepare news releases and respond to police correspondence.,0.7881284952163696
4216,Partnership & Business Development,"recruit, hire, train, and terminate departmental personnel.",0.7510907649993896
4217,Partnership & Business Development,requisition and issue equipment and supplies.,0.7722998261451721
4218,Partnership & Business Development,"direct, coordinate, and evaluate the activities of personnel, including support staff engaged in administering academic institutions, departments, or alumni organizations.",0.7808775901794434
4219,Partnership & Business Development,direct release or transfer of prisoners.,0.7671290636062622
4220,Partnership & Business Development,prepare budgets and manage expenditures of department funds.,0.7519515156745911
4221,Partnership & Business Development,"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.7580094933509827
4222,Partnership & Business Development,assign firefighters to jobs at strategic locations to facilitate rescue of persons and maximize application of extinguishing agents.,0.7991098165512085
4223,Partnership & Business Development,"plan, administer, and control budgets, maintain financial records, and produce financial reports.",0.7528239488601685
4224,Partnership & Business Development,"provide emergency medical services as required, and perform light to heavy rescue functions at emergencies.",0.7503753304481506
4225,Partnership & Business Development,"assess nature and extent of fire, condition of building, danger to adjacent buildings, and water supply status to determine crew or company requirements.",0.7503469586372375
4226,Partnership & Business Development,formulate strategic plans for the institution.,0.7567191123962402
4227,Partnership & Business Development,"instruct and drill fire department personnel in assigned duties, including firefighting, medical care, hazardous materials response, fire prevention, and related subjects.",0.7842147350311279
4228,Partnership & Business Development,evaluate the performance of assigned firefighting personnel.,0.8089538812637329
4229,Partnership & Business Development,"establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",0.7714083790779114
4230,Partnership & Business Development,"provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events.",0.7501378059387207
